Id,SalePrice
2764,260062.11672086804
2184,102940.27426055432
934,161467.60562076842
1920,123367.5033321221
2631,158155.799507101
1768,469107.5189563932
2040,116716.90179399682
1749,226088.47447164133
834,244799.90202026785
1457,245107.5668945043
79,119957.35874301779
2302,106325.15677831485
1817,139309.12866924074
2755,231310.44387978606
359,183353.29421150006
2059,102351.61486742394
2092,258674.9279185353
2516,240168.31320143194
150,101267.66720353226
1656,154248.85438795446
83,109172.85592403449
2411,190094.66449921954
795,76246.27951117336
2312,226016.2580227162
2917,117598.61456415575
1624,204995.88853060297
2215,263519.3268187312
1211,159086.7053033904
1485,177770.02837389475
1024,181486.39652866466
570,212343.70681987426
2874,152299.6147441427
700,163574.11281276098
2756,216968.57450803506
2022,181879.8399427446
583,233140.7100705522
2392,379879.4142639532
2424,209359.4714690944
212,114070.05897412862
736,128473.55800637383
1610,180118.82543405273
890,114666.04643271546
467,190160.29114744597
578,242323.2343875522
1747,199566.08140624795
1149,186444.1798860142
2758,249604.04200749617
857,137585.8423409493
2219,275090.68978768395
733,107428.80267090061
2909,116685.7136185592
1798,270071.70218794607
235,109144.31612934762
2366,154718.75867737646
1027,132903.65641876427
1195,142733.29534061957
1303,29589.648592678655
148,191028.6038281776
608,168484.4065474785
2515,212487.60273829396
821,268482.477750319
2500,265613.8280864642
745,106790.80875706807
741,136027.4696431521
1611,139926.35452556142
2532,122493.61806372156
1081,243904.4276699635
1692,410476.08350278705
2520,218608.64691975742
276,105254.50563853155
1992,132379.38936556794
663,22464.48156855401
418,141378.84557323775
1733,197270.8909065696
2359,151592.48948971563
253,200948.01769983812
1518,165540.7591469991
2035,163719.00904082623
2919,74524.75583801516
1540,233424.34187136893
2120,140457.97994175064
1674,195418.17935255845
256,142801.9058198289
2361,85943.46528923637
978,81679.21282367829
2280,128622.74525679705
2095,237833.01206962124
1709,332502.55845483835
2801,243766.5955924035
1246,117118.25523046296
2373,121810.4500091718
1055,297113.7402422513
2017,138962.66513696575
1099,255138.4365518114
1344,81837.0734720536
835,167824.98152485475
1117,220868.72322150957
2043,100291.05107742216
2085,135385.8284210701
410,162089.3170916915
2650,126422.7815817983
2867,163813.97755252247
1668,111032.14852015747
1161,193202.15324752458
2122,186811.65192227202
2539,139955.6647241973
1047,144910.91757011454
1445,108900.20033956484
541,117994.60175993736
569,217226.64757964472
1276,138391.25259215262
918,150782.46153867376
326,157603.2785918022
1936,115191.5058800539
895,91934.54697990502
257,135682.0874376675
1241,188550.03926262914
1545,118577.0394739681
1189,196660.6836860851
270,168809.61876261575
2066,194968.13731277463
693,115164.87106651896
1259,185723.51658220356
2916,130237.41751607737
2321,263236.9552629704
1977,114431.11031442441
1895,146204.50791368794
1240,169035.9989712167
85,156037.88762387948
1823,112215.15008527203
825,289022.3286116171
110,239391.09420055884
697,125953.48868494297
2297,99250.8251527694
1231,134739.81370532524
1355,131241.77177657592
968,333844.15870426217
584,240193.73781645417
1315,142921.39253074737
1606,141560.59603979747
206,90481.26239494169
1685,358564.08206808346
2016,133073.26173322718
869,222711.48663175816
2135,119706.6473977291
2346,179830.18557933255
2430,244776.68793022004
2198,87583.26192336141
2652,127465.03677770653
27,110633.63162361247
241,161256.13135899388
906,146060.86589273298
1506,117698.44711209991
2098,334326.79022931366
1435,226342.9450287947
2213,109611.44434633337
1274,156608.28155325676
743,4718.832721642306
1737,197629.69468960835
2797,282123.09229568124
2185,58650.51480748768
58,170551.46283733984
830,216559.38741864735
808,117995.64472899321
680,145858.36420899516
1153,122140.90264843564
1291,167498.21424302796
1818,162738.2472418769
2161,203130.91222121255
1883,119199.84747833888
350,324259.8911158521
2473,134260.3862697309
295,173277.6055508383
293,202813.86468200653
859,125357.42579528451
288,68180.43638085003
1578,133945.5562185471
102,190878.22958867802
2831,188974.80846907131
1030,162763.35336539062
2551,137159.80772275507
1286,164137.6308919943
958,306704.8981475529
776,122049.44296328543
72,231825.17129428333
2263,247022.75837882818
1866,157814.8268182108
2876,61582.07087833634
2146,264460.78068785823
103,206651.14341525786
1500,142602.69237994807
492,173051.88882583624
167,140960.59480272266
2597,126130.28245482802
2685,115686.02069747355
1035,146376.44920019296
1220,49935.56513624554
2602,172393.74231334132
2159,224970.61900791255
695,174786.8778157643
1109,270986.9695487951
640,187935.90719445015
1652,158204.26840784276
2090,192249.59403289465
1188,179805.69433897623
2345,230227.1011025555
1059,389443.2929601344
2751,238405.37691839022
128,219825.6512949185
1523,194187.5584370738
2925,169372.6770011115
2145,296899.45119775657
1121,222668.62856281898
566,279726.2617983451
565,236762.43727266113
1331,145560.16290855885
2928,97781.22605657922
156,128068.47794610278
797,145678.0884153525
327,93520.60686869928
2859,151379.90750332363
1453,116274.03644377072
1762,330459.7401194297
1868,201126.07031155424
1760,171607.36548267023
1113,251994.7625177954
1812,209281.52785690082
117,156435.96430539104
1142,217431.53860844494
2342,351075.36338070466
927,133826.78532695398
2478,179278.63477268408
655,70542.37544780275
2064,125572.66049069949
369,243334.27933404341
2239,131257.53884563808
2732,212898.7533771925
1653,169658.55375478644
959,196061.7139902892
2395,341334.9783344558
1412,100954.35599088896
271,250042.16830758372
1484,177770.02837389475
1497,143674.20545999732
552,172403.8086901579
2,128335.94200193469
1855,294536.0830420518
4,293992.677059024
2292,163143.44674308156
134,140324.95423598943
646,102797.97723602905
42,314127.5628763336
532,231904.51675884845
713,96048.77779548557
2561,140437.4183321829
2360,118572.89675174953
1333,137535.48690150803
1407,185757.47449739886
2892,288583.49788608565
574,238445.70100180936
1227,190243.66271862597
2591,244621.3589560105
1476,225167.29485872627
1125,254759.4663711709
1446,138694.38815007446
408,117313.64710725543
1101,284961.10323121405
2251,201426.90395253812
373,196037.84265308024
2554,120679.0558894338
2382,286040.28002493276
1985,92973.3659097977
519,236873.7312460912
1093,176489.67734552652
864,258592.32863675288
2889,149819.91750588565
2308,200771.38090039117
986,144978.51515939168
1302,171055.09312236676
585,164298.2843633507
2708,136757.59628362505
147,132978.11171598852
1441,238521.32397472652
383,183519.86267515054
285,153871.49973740205
181,119148.98825355475
358,197976.47246611863
780,158776.95198830127
258,197329.01505735423
1865,217438.0427671428
692,132578.52145916247
2902,313487.72611171444
508,254994.03273573966
2638,139379.11688169156
36,156481.345600051
611,174430.3085846215
2281,123818.56761252282
1678,154654.20170261076
1696,427303.81215178117
1557,78481.82060514568
2180,146369.70006111238
1726,257654.90392041267
951,150411.39821385444
267,241841.8619752234
2706,135137.418260323
2221,227406.80447584338
1357,175937.08390019223
2901,299696.2545580473
347,174830.47524054532
2164,211529.2008550021
1586,301880.66958204366
360,166959.75985240008
1769,237832.22371104732
2617,174505.51750988676
1879,148459.77857102425
991,219826.15872498963
1535,114561.94148701472
1191,154295.18428910768
1579,213715.03894805448
1882,129500.4839930129
1510,126063.00788353411
2196,162063.65914480464
1845,198893.3983538419
2336,319912.03821764624
942,102281.35566296057
861,114973.34947699185
2555,103254.94287449113
1392,158443.75761555342
2099,257233.57361496473
1543,138815.49607158243
948,273379.30773137
1239,170072.09886104427
22,204922.48344994272
2796,254669.6680555424
2747,208442.57032004322
92,280196.04697293864
210,178622.13003634187
1858,241336.32006828306
2228,176798.65583089375
447,245792.17101051338
827,258069.331128715
1649,217915.43685024887
682,128693.29723763111
2698,127928.25111878812
494,165838.50042861846
214,106926.83007002017
2441,240223.76266859067
2679,119521.79138828767
1336,121564.38021422664
465,204352.3199189636
1524,153511.42651908088
2543,123512.51068417518
631,148044.0644522497
2452,290693.8180560504
228,160271.21325333277
126,163528.4942605224
1092,258561.51713004144
1122,204398.12775749984
932,210541.21706064497
1980,89000.72859122841
2171,104800.18667164078
551,150735.67103751792
2768,182671.1700814992
2056,107842.52026365181
1159,320540.23843431304
2645,146132.34564719518
1174,204853.7453484169
2266,235718.85336338577
2462,367049.40924332466
1219,140246.0688942027
2922,191694.43407734786
118,140089.70973135796
474,196599.13721659247
2576,152004.81009768374
872,279446.641207066
1077,258565.88844184694
1536,143922.00488470495
1150,118748.16579826258
2341,290501.2170055836
1931,148037.5896252624
2785,124184.7128710942
2538,123417.39046178389
597,218128.76854366416
464,243964.84661102146
233,234970.13506609274
2169,137598.66704168599
2123,171459.71536112926
1867,161516.6355662347
137,236111.13497626584
515,231349.2137368624
933,130870.45062798003
2784,162096.5042749086
972,163134.50920118293
599,162516.60113069665
2614,141472.04057670676
2582,153084.97843155256
1409,169972.55161007334
175,121203.16536961065
352,199672.4334341146
976,94538.44062108874
2134,209332.6209384306
984,103880.13194092791
2396,366785.51253418333
1673,145436.69204637074
404,137346.31795367278
607,163003.17738566926
814,181845.73357111542
868,213509.1131114131
2271,193021.51913944777
1633,252516.6336792623
337,185193.98799093865
2765,156022.14822915345
1746,252352.86795471213
368,275813.8480455192
2806,226536.57208935212
1662,196138.1185017457
1234,229235.1568008653
1373,134156.6542861661
1672,105986.75369236604
1939,140154.04784993015
